transfer_id,player_name,player_page_url,player_image_url,player_position,player_age,player_value_in_euros,season,player_nationalities,old_club_name,old_league_name,new_club_name,new_league_name,transfer_fee_in_euros
22,Neymar,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,https://img.a.transfermarkt.technology/portrait/medium/68290-1697056482.png?lm=1,Left Winger,31,60000000,23/24,['Brazil'],Paris Saint-Germain,Ligue 1,Al-Hilal SFC,Saudi Pro League,90000000
23,Gonzalo Higuaín,https://www.transfermarkt.co.uk/gonzalo-higuain/profil/spieler/39153,https://img.a.transfermarkt.technology/portrait/medium/39153-1595579337.jpg?lm=1,Centre-Forward,28,65000000,16/17,"['Argentina', 'France']",SSC Napoli,Serie A,Juventus FC,Serie A,90000000
24,Neymar,https://www.transfermarkt.co.uk/neymar/profil/spieler/68290,https://img.a.transfermarkt.technology/portrait/medium/68290-1697056482.png?lm=1,Left Winger,21,50000000,13/14,['Brazil'],Santos FC,Série A,FC Barcelona,LaLiga,88000000
25,Harry Maguire,https://www.transfermarkt.co.uk/harry-maguire/profil/spieler/177907,https://img.a.transfermarkt.technology/portrait/medium/177907-1663841733.jpg?lm=1,Centre-Back,26,50000000,19/20,['England'],Leicester City,Premier League,Manchester United,Premier League,87000000
26,Frenkie de Jong,https://www.transfermarkt.co.uk/frenkie-de-jong/profil/spieler/326330,https://img.a.transfermarkt.technology/portrait/medium/326330-1656499973.png?lm=1,Central Midfield,22,85000000,19/20,['Netherlands'],Ajax Amsterdam,Eredivisie,FC Barcelona,LaLiga,86000000
27,Matthijs de Ligt,https://www.transfermarkt.co.uk/matthijs-de-ligt/profil/spieler/326031,https://img.a.transfermarkt.technology/portrait/medium/326031-1700659567.jpg?lm=1,Centre-Back,19,75000000,19/20,['Netherlands'],Ajax Amsterdam,Eredivisie,Juventus FC,Serie A,85500000
28,Darwin Núñez,https://www.transfermarkt.co.uk/darwin-nunez/profil/spieler/546543,https://img.a.transfermarkt.technology/portrait/medium/546543-1681827179.jpg?lm=1,Centre-Forward,23,55000000,22/23,['Uruguay'],SL Benfica,Liga Portugal,Liverpool FC,Premier League,85000000
29,Jadon Sancho,https://www.transfermarkt.co.uk/jadon-sancho/profil/spieler/401173,https://img.a.transfermarkt.technology/portrait/medium/401173-1688564217.jpg?lm=1,Left Winger,21,100000000,21/22,"['England', 'Jamaica']",Borussia Dortmund,Bundesliga,Manchester United,Premier League,85000000
30,Romelu Lukaku,https://www.transfermarkt.co.uk/romelu-lukaku/profil/spieler/96341,https://img.a.transfermarkt.technology/portrait/medium/96341-1661780981.jpg?lm=1,Centre-Forward,24,50000000,17/18,"['Belgium', 'DR Congo']",Everton FC,Premier League,Manchester United,Premier League,84700000
31,Virgil van Dijk,https://www.transfermarkt.co.uk/virgil-van-dijk/profil/spieler/139208,https://img.a.transfermarkt.technology/portrait/medium/139208-1702049837.jpg?lm=1,Centre-Back,26,30000000,17/18,"['Netherlands', 'Suriname']",Southampton FC,Premier League,Liverpool FC,Premier League,84650000
32,Dušan Vlahović,https://www.transfermarkt.co.uk/dusan-vlahovic/profil/spieler/357498,https://img.a.transfermarkt.technology/portrait/medium/357498-1683293071.jpg?lm=1,Centre-Forward,22,70000000,21/22,['Serbia'],ACF Fiorentina,Serie A,Juventus FC,Serie A,83500000
33,Luis Suárez,https://www.transfermarkt.co.uk/luis-suarez/profil/spieler/44352,https://img.a.transfermarkt.technology/portrait/medium/44352-1710080919.jpg?lm=1,Centre-Forward,27,52000000,14/15,['Uruguay'],Liverpool FC,Premier League,FC Barcelona,LaLiga,81720000
34,Arthur Melo,https://www.transfermarkt.co.uk/arthur-melo/profil/spieler/362842,https://img.a.transfermarkt.technology/portrait/medium/362842-1692880101.jpg?lm=1,Defensive Midfield,24,56000000,20/21,['Brazil'],FC Barcelona,LaLiga,Juventus FC,Serie A,80600000
35,Wesley Fofana,https://www.transfermarkt.co.uk/wesley-fofana/profil/spieler/475411,https://img.a.transfermarkt.technology/portrait/medium/475411-1683899212.jpg?lm=1,Centre-Back,21,40000000,22/23,"['France', ""Cote d'Ivoire""]",Leicester City,Premier League,Chelsea FC,Premier League,80400000
36,Aurélien Tchouaméni,https://www.transfermarkt.co.uk/aurelien-tchouameni/profil/spieler/413112,https://img.a.transfermarkt.technology/portrait/medium/413112-1668500754.jpg?lm=1,Defensive Midfield,22,60000000,22/23,"['France', 'Cameroon']",AS Monaco,Ligue 1,Real Madrid,LaLiga,80000000
37,Kai Havertz,https://www.transfermarkt.co.uk/kai-havertz/profil/spieler/309400,https://img.a.transfermarkt.technology/portrait/medium/309400-1683903902.jpg?lm=1,Attacking Midfield,21,81000000,20/21,['Germany'],Bayer 04 Leverkusen,Bundesliga,Chelsea FC,Premier League,80000000
38,Lucas Hernández,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963,https://img.a.transfermarkt.technology/portrait/medium/281963-1667830435.jpg?lm=1,Left-Back,23,70000000,19/20,"['France', 'Spain']",Atlético de Madrid,LaLiga,Bayern Munich,Bundesliga,80000000
